text,Toxic,MedicalTerminology,NonToxic,MinorityGroup,sentence_length,labels
да си бяхте спретнали сс оргия,1.0,0.0,0.0,0.0,30,0
странно    това е което си помислих защото не само че самите гърди са по големи но и ареолите ми са по малки,0.0,1.0,0.0,0.0,108,1
я стига глупости,1.0,0.0,0.0,0.0,16,0
"Възможно ли е това да се дължи на стрептококите?Здравейте, bvelikova72!Да, възможно е оплакванията, които имате да се дължат на инфекцията!С уважение,д-р Тодева  д-р Виолина ТодеваСпециалист Дерматология, Венерология и Естетична Дерматологияwww.todeva.comviolina@todeva.com+ 359 88 7 851 865",0.0,1.0,0.0,0.0,291,1
"Спазвам диета от година и редовно спортувам, но въпреки това не отслабвам и едвам удържам килограмите си в определени граници.",0.0,1.0,0.0,0.0,126,1
от споделеното явно тези мъже те приемат само като другарче за секс и разнообразие и нямат намерение да задълбочават,1.0,0.0,0.0,0.0,116,0
взех си малко почивка от синди и от миналата седмица правя    dfx като един ден правя нещо за дупе,1.0,0.0,0.0,0.0,98,0
Благодаря Ви предварително за отделеното внимание !,0.0,1.0,0.0,0.0,51,1
какъв секс то ти идва да му извиеш врата,1.0,0.0,0.0,0.0,40,0
Единствената възможност са страни извън България.,0.0,1.0,0.0,0.0,49,1
Преди една седмица без видима причина получих силен дискомфорт в интимната област.,0.0,1.0,0.0,0.0,82,1
Пъпчиците който бяха прераснаха в голямо зачервено нещо на почти цялата главичка на пениса.,0.0,1.0,0.0,0.0,91,1
смешно е но на    имам похубаво дупе и похубава стойка като цяло от онази   годишна кльощава женичка която виждам на старите снимки,1.0,0.0,0.0,0.0,131,0
идиот ама една идея нормален,1.0,0.0,0.0,0.0,28,0
"Гинеколожката каза да се посъветвам с ендокринолог , защото ТАТ и МАТ са ми завишени и след това да и се обадя да ми изпише нещо за пролактина , че и той е леко завишен 29 при стойности 26.",0.0,1.0,0.0,0.0,189,1
ебаси ако е на финал с измитата чиния дори и аз бих пуснала глас за него,1.0,0.0,0.0,0.0,72,0
Просто следваме едничкото правило за добър секс като цяло – а това е добра КОМУНИКАЦИЯ.,0.0,1.0,0.0,0.0,87,1
изникват поне още няколко детето навсякъде ли еби било прието,1.0,0.0,0.0,0.0,61,0
аз съм в лос анджелис за да взема оскар за най добрият интерпретатор на филм със заглавие перкулата на надуваемата кукла на турския секс символ underageтук джан изпраща целувка на демет,1.0,0.0,0.0,0.0,185,0
че то много сериозни връзки започват като партньорство за секс,1.0,0.0,0.0,0.0,62,0
румен банков трябва да имаш гъз за панаир,1.0,0.0,0.0,0.0,41,0
едно време га бях млада се изтрепваха да ме канят разни чужденци от майспейс скайп и фб и да искат да ми плащат билета да им гостувам и майка ми все викаше че искат да ме правят проститутка или да ме разфасоват за органи и въобще не съм си и помисляла да им ходя на гости камоли да си плащам пътя до тях,1.0,0.0,0.0,0.0,303,0
аз пък обмислям как да си нося отсега нататък по цяла зима маската без разни идиоти да ми се смеят защото за първи път от години изкарах зима без сериозно обостряне на бронхит и без да се будя сутрин с чувство за давене,1.0,0.0,0.0,0.0,219,0
едно е голи снимки на порно актриси и жени които знаят къде и за какво им се използват снимките друго е това за което говориш,1.0,0.0,0.0,0.0,125,0
къде пък такивиа идиоти които ще искат да запишат някакво бебе на тяхно име d,1.0,0.0,0.0,0.0,77,0
но не може да е толкова идиот и после реших че може да е казал че е сипвана чиста вода а не антифриз и да го има предвид при обслужването,1.0,0.0,0.0,0.0,137,0
алекс се държа като простак и пълен задник не само вчера и заслужено си отиде,1.0,0.0,0.0,0.0,77,0
ако някой мерне blancheда свирка,0.0,0.0,1.0,0.0,32,2
без да припадам по баклави по принцип но тази на керем хич не е зле зяпам ги и двамата в продължение на минути и забравих каквото щях да казвам stuckouttonguewinkingeye колко подобре е като е с нормална прическа,0.0,0.0,1.0,0.0,211,2
интензитет и тревожностпорното е често свързано с висока интензивност на удоволствие и ниско ниво на тревожност и притеснение  съотношение което не е типично за секс с партньор,0.0,1.0,0.0,0.0,176,1
да сърбаш чай от кур боклук,1.0,0.0,0.0,0.0,27,0
вчера отчитам ден    дупе фаза   с отъм а днес    часова бар тренировка с coach kel,1.0,0.0,0.0,0.0,83,0
Точно поради тази причина не е уместно провеждане на самолечение.,0.0,1.0,0.0,0.0,65,1
ако при секс мъжът свърши навън,1.0,0.0,0.0,0.0,31,0
Излиза ми на свивката между крака и големите срамни устни.,0.0,1.0,0.0,0.0,58,1
нека да не правим съдискутиращите на идиоти,1.0,0.0,0.0,0.0,43,0
толкова много глупости само в един пост не съм чела,1.0,0.0,0.0,0.0,51,0
сера кутлубей за загубите в живота и за отношенията си с актьорите от  безмилостен град сера кутлубей е една от най блестящите млади актриси в последните години,0.0,0.0,1.0,0.0,160,2
Промени поради бактерии и други.,0.0,1.0,0.0,0.0,32,1
хубавият секс иска време спокойствие доверие и най вече желание,0.0,1.0,0.0,0.0,63,1
разправяят ми че съм бил дърт защото първият ми секс е бил миналия век,1.0,0.0,0.0,0.0,70,0
никой не казва  че трябва да има секс,0.0,1.0,0.0,0.0,37,1
отървала си се от един идиот,1.0,0.0,0.0,0.0,28,0
сещам се как една приятелка ми обясняваше че може и три месеца да не прави секс,0.0,1.0,0.0,0.0,79,1
аз разбирам да има опашки за астрата и да се избива населението за нея че да теглиме една майна на европа и да не я спираме защото благодарение на астрата хвърчим напред като ваксинации ама астрата повече ни пречи отколкото ни помага в момента,1.0,0.0,0.0,0.0,243,0
става въпрос за получаване на субсидия която е обвързана с    часа работа на месец,0.0,0.0,1.0,0.0,82,2
аз също харесвам едри мадами но от прекаляване със задник и напомпани бедра някои зорлем се докарват на късокраки и си развалят пропорциите,1.0,0.0,0.0,0.0,139,0
децата си ходят на училише цяла година в нашето са на    почти всички учителки са в клас и досега да чукам на дърво само няколко са били с положителни тестове но без никакви симптоми,0.0,0.0,1.0,0.0,182,2
seahorse от опит ли говориш,0.0,0.0,1.0,0.0,27,2
аз бях много изнежена като дете после взех нещата в мои ръце и се оправих,0.0,0.0,1.0,0.0,73,2
темата много се измести но може би до там стига предела на възможностите човешки  пари секс и една любовница за разкош,1.0,0.0,0.0,0.0,118,0
"именно върху засилващата се реч на омразата към хората, определящи се като част от ЛГБТИ+ общността.",0.0,0.0,0.0,1.0,100,3
сигурно няма да ги има секс сцените и голи сцени ще наблягат на изневярата и интриги,1.0,0.0,0.0,0.0,84,0
бедрено сгъване на   крак в сс с тяга на   крак  хдо отказекстанзи за дупе бедрено сгъване тяга екстанзиибедрено сгъване сумо тяга  пъти х,1.0,0.0,0.0,0.0,138,0
Транс хората сме човешки същества като всички други и не очакваме по-специално отношение.,0.0,0.0,0.0,1.0,89,3
живее на един хуй разстояние от кръчмата а ако се мери по моя няма и толкова,1.0,0.0,0.0,0.0,76,0
ппбях виждала няколко видеа на сера с бурак дениз и керем бюрсин впрочем бахар пък много искам да я видя с метин акдюлгер или бурак дакактова момиче и видеата и винаги ме натъжаватсарп и азра  озан и сера,0.0,0.0,1.0,0.0,204,2
кой идиот си позволява да зарибява така децата,1.0,0.0,0.0,0.0,46,0
и какво от това какво ми носи това един незабравим секс,1.0,0.0,0.0,0.0,55,0
преди секс задължително баня и след това задължително пишкам,1.0,0.0,0.0,0.0,60,0
през ден по    мин  бедра корем дупе  масажорът ми е от вибриращите с ir,1.0,0.0,0.0,0.0,72,0
липсата на секс постоянното отблъскване скапва съвсем сигурно и трайно отношенията,1.0,0.0,0.0,0.0,82,0
от жена си получава секс манджи и гледане на дете от колежката романтика,1.0,0.0,0.0,0.0,72,0
здравейтеот няколко седмици си търся винки и никъде няма ако някой знае къде мога да си намеря в софия да свирка,0.0,0.0,1.0,0.0,112,2
това не е сериозна връзка а възползване за секс,1.0,0.0,0.0,0.0,47,0
в това спешно е имало десетки други хора по времето в което буйстващия и плюещ идиот е бил там  колко други от колегите ти се разболяха и умряха,1.0,0.0,0.0,0.0,144,0
единият беше негър,1.0,0.0,0.0,0.0,18,0
само главата ми е под чадъра мажа се с фактор    ако въобще се намажа,0.0,0.0,1.0,0.0,69,2
"Нямам никакви усложнения,освен бързата загуба на свежестта.",0.0,1.0,0.0,0.0,59,1
а и докато ви качат в стаята с количка в повечето случаие покомфортно по бельо отколкото по голо дупе под нощницата,1.0,0.0,0.0,0.0,115,0
започнах да работа на    въпреки неодобрението на майка ми имам хубава и добре платена работа въпреки бръщолевениците на роднини че били глупости и тн през   те си години гледах да си наваксам на пътувания и събирания с хора които ми липсваха в детските години въпреки обвиненията на сестра ми и майка ми че това ме прави егоист,1.0,0.0,0.0,0.0,328,0
"Трябва ли да ги спра със цел предпазване от бременност или не?Разбира се ще ползвам и други предпазни средства, но винаги има рискове.Мога ли и с фемостон да пия и противозачатъчни за всеки случай, или няма нужда?Благодаря предварително!",0.0,1.0,0.0,0.0,237,1
"по лекарско предписание,има редовен цикъл но този месец ми закъснява с една седмица.Четох в листовката в страничните реакции-нередовен цикъл.Нормално ли е това или да се консултирам с лекар?",0.0,1.0,0.0,0.0,190,1
обаче секс веднъж на шест месеца,0.0,1.0,0.0,0.0,32,1
правим секс,0.0,1.0,0.0,0.0,11,1
той и гръкът се опита да ми вмени като анди обсесия към секс просто защото друго не можеше да предложи,0.0,0.0,0.0,1.0,102,3
много айляк ми е човек,0.0,0.0,1.0,0.0,22,2
обясних му какво харесвам и разбра човека не е идиот,1.0,0.0,0.0,0.0,52,0
Оказа се че съм в прекрасно здраве.,0.0,1.0,0.0,0.0,35,1
около   капсули са нужни за един курс на лечение от общо   това ако правите и след секс еднократно забравяте за цистита,0.0,1.0,0.0,0.0,119,1
това също ето го за това си мислех за твоя гръб деня след тренировка със или без тежести за инстаграмско дупе това идва много добре тези yin yoga клипове са просто страхотни когато си пребит от умора и нерви но искаш да направиш нещо хубаво за себе различно от това да изпиеш всичкото италианско просеко в щата и да изядеш производството на шоколад на швейцария за годината,1.0,0.0,0.0,0.0,373,0
"Забрани на практиките на конверсионна терапия, с които също се упражнява насилие срещу ЛГБТИ+ хората, бяха въведени в Белгия, Кипър, Исландия, Норвегия и Португалия.",0.0,0.0,0.0,1.0,165,3
като чуя за двойка дето правят секс веднъж седмично или по  рядко ми става чак смешно,1.0,0.0,0.0,0.0,85,0
"Опитайте се да потърсите своята сигурност в доверените Ви гинеколози, имайте им доверие.",0.0,1.0,0.0,0.0,88,1
А Са125 беше 1.30 .,0.0,1.0,0.0,0.0,19,1
вие определете за какво става въпрос любовницата също да разширим обхвата и жена ползвана само за секс се обсъжда доста подробно в мъжка компания като се почне с найбезобидното тази съм я еал та се стигне до наймалки подробности къде как го поема дали плюе гълта къде се случват нещата и т,1.0,0.0,0.0,0.0,289,0
имаше две тежки сцени срещата на серина и джун както и секс сцената с джун и люк,0.0,1.0,0.0,0.0,80,1
определено не от тази на която си ги предоставил и без секс,1.0,0.0,0.0,0.0,59,0
та днес няколко youtube тренировки popsugar за дупе и корем   много слаба тренировка пълна загуба на време дупе от програмата на клое и брет контрерас  тази е кратичка но нелоша,1.0,0.0,0.0,0.0,177,0
Това прави малко вероятно операцията да е причина за оплакванията.,0.0,1.0,0.0,0.0,66,1
вечеда чукам на дървоима повече сили и играе повече,0.0,0.0,1.0,0.0,51,2
демек завижда й headbandдано ги разкрият побързо че не ми се гледа как ги правят на глупаци,1.0,0.0,0.0,0.0,91,0
оставихме го да си кара полежерно но сега дупе да ни е яко,1.0,0.0,0.0,0.0,58,0
Ендоцервицит.,0.0,1.0,0.0,0.0,13,1
"Вече имах и парене по време на полов акт, парене и болка при уриниране и МНОГО болезнено подуване на малките срамни устни.",0.0,1.0,0.0,0.0,122,1
освен това аз лично смятам че найголяма химия в секс сцените имаше между денис и ива,1.0,0.0,0.0,0.0,84,0
виждаш жена в червената рокля знаеш как са я третирали и искаш секс от нея за да не я пратиш на почти сигурна смърт,1.0,0.0,0.0,0.0,115,0
вървя по план с рори  за вчера дупе и както имах мускулна треска добре ми дойде,1.0,0.0,0.0,0.0,79,0
чакайте да станете родители да видите тогава колко ненужни глупости ще купите,1.0,0.0,0.0,0.0,77,0
оставам да чукам на вратата,0.0,0.0,1.0,0.0,27,2
гледам го въпросително питам го  какво правиш,0.0,0.0,1.0,0.0,45,2
екстремните спортисти са идиоти,1.0,0.0,0.0,0.0,31,0
не мога да си представя как мегън изобщо успява да прави секс с това,1.0,0.0,0.0,0.0,68,0
или хотел и секс,1.0,0.0,0.0,0.0,16,0
наслушал съм се на цигански простотии,1.0,0.0,0.0,0.0,37,0
"Както Естония, така и Гърция измениха законите си, за да позволят на еднополовите двойки да сключват брак и да осиновяват деца, Гърция също така запълни пропуските в антидискриминационното си законодателство, за да защити напълно ЛГБТИ+ хората, а Лихтенщайн разшири правата за осиновяване от еднополови двойки.",0.0,0.0,0.0,1.0,310,3
той каква любов преживя какви секс сцени,1.0,0.0,0.0,0.0,40,0
"Доста се притесних ,че СА 125 е 1.30 при по- малко от 35 тук добре , но Не4  е 77,40 тук вече изтръпнах .",0.0,1.0,0.0,0.0,105,1
вчера като споменаха въпрос за секс и май денислава каза че това трябва да е милена и за нея сигурно се отнася,1.0,0.0,0.0,0.0,110,0
ама нали тръсках дупарата до сутринта хич не ми е зле че съм настинала,1.0,0.0,0.0,0.0,70,0
Вие какво бихте ме посъветвали да правя още?,0.0,1.0,0.0,0.0,44,1
секс секс и това е много виж даже преспива при нея,1.0,0.0,0.0,0.0,50,0
но е ефектно направено,0.0,0.0,1.0,0.0,22,2
сера и мерич,0.0,0.0,1.0,0.0,12,2
аз го писах някъде в темите и до днес години минаха си говоря с него просто така като луд с шапката,0.0,0.0,1.0,0.0,99,2
алтернативата на секс веднъж в годината не е секс през два часа,0.0,1.0,0.0,0.0,63,1
туиг бети прекрасни момчета,0.0,0.0,1.0,0.0,27,2
и по гол задник да ги хванат няма проблем щом са те,1.0,0.0,0.0,0.0,51,0
Благодаря ви предварително !,0.0,1.0,0.0,0.0,28,1
без секс тампони вани басейни поне месец,0.0,1.0,0.0,0.0,40,1
също така не мога да повярвам че сера е на    и с бахар са на една възраст,0.0,0.0,1.0,0.0,74,2
гледай го този педал изсипан отново не дава да му се обясни каза весела,0.0,0.0,1.0,0.0,71,2
Поради някаква причина не само от подсушаването се е стигнало до засушаване.,0.0,1.0,0.0,0.0,76,1
при секс  не точно по полов път но покрай него ти на него  поскоро не,1.0,0.0,0.0,0.0,69,0
предпочитам ритане пред дупе върху лицето grinning,1.0,0.0,0.0,0.0,50,0
другото не значи че всички жени правят секс само с такава цел но не са малко и тези които се възползват,1.0,0.0,0.0,0.0,103,0
за да се справите с това предизвикателство във връзката говорете за желанията на партньорите за секс и за нуждите и границите на всеки един от вас,0.0,1.0,0.0,0.0,146,1
е за тебе може да не е не прави генерални заключения и за другите просто програмата не е отдо но пък за мен добър секс е този който ме докарал до краят няколко пъти,1.0,0.0,0.0,0.0,164,0
само намирате работа на модовете с тези задници в кралската и компроматната,1.0,0.0,0.0,0.0,75,0
Резултатът - никаква гинекомастия нямам вече.,0.0,1.0,0.0,0.0,45,1
дори моята любимка джоли се изтипосва по провиснало дупе и цц които бяха грозна гледка и то в   те си години ама това не попречи да се развива и превърне в емблема на красотата,1.0,0.0,0.0,0.0,176,0
копеле тоя зеленчук е много добър не си чувствам краката,1.0,0.0,0.0,0.0,56,0
но то моите лекари са идиоти и те  направили ми стимулация с   фоликула по големи от нужното  и трансфер с задържан фоликул,1.0,0.0,0.0,0.0,123,0
"Някои предпочитат да са единствено активни, други предпочитат да са единствено пасивни, а трети харесват и двете и преценяват според партньора и настроението.",0.0,0.0,1.0,0.0,158,2
не просто с ехограф вместо матката ти гледат гърдите,0.0,1.0,0.0,0.0,52,1
жените  в моя кръг поне бяхме задръстени доста за една свирка опищях света и си отидох у мама,1.0,0.0,0.0,0.0,93,0
секс правим на    дни веднъж,0.0,1.0,0.0,0.0,28,1
аз последния    ден усетих че нещо не ми е ок меря температура    пак започна главоболие тежест в очите от вчера се завърна гъделичкане в горната част на гърдите с неприятна кашлица,0.0,1.0,0.0,0.0,181,1
"Допускам, че е възможно някои от пробваните трибестани да е бил замърсен продукт.",0.0,1.0,0.0,0.0,81,1
благодаряпроблема е че твърдо отказвада отразява се и на качеството на моя живот често изпадам нервни кризи не толкова от физическата липса на секс а от обидата че ми отказва това пък се отразява на детето,0.0,1.0,0.0,0.0,205,1
нелепи ситуации малко смешки приятни гледки и толкова,0.0,0.0,1.0,0.0,53,2
всичко което се случва навън е просто секс,1.0,0.0,0.0,0.0,42,0
като отминаха нещата получихме разрешението като дебело подчерта без актробатики без груб секс и без излишни движения,0.0,1.0,0.0,0.0,117,1
простата кърджалийска путка,1.0,0.0,0.0,0.0,27,0
случаят беше следния    години никакви проблеми с цистити смених партньора и   седмици няма след като почнахме да правим секс без предпазни средствас цел забременяване се почнаха ужасно остри цистити които се развиваха буквално за    часа до състояние за болница,0.0,1.0,0.0,0.0,262,1
Не споменавате дали имате някакви симптоми.,0.0,1.0,0.0,0.0,43,1
"Комплекси и единични интермедиерни плоски клетки с лек ядрен полиморфизъм, без хипер- и полихромазия.",0.0,1.0,0.0,0.0,101,1
такива идиоти не бих погледнала повече,1.0,0.0,0.0,0.0,38,0
спиритлайтс нито един не съм билатова чеи тропам устата и по чатове не ме прави жалкаписането може да е с много хора но ако всичко това са действия имам предвид секс тогава ще е жалко вече,1.0,0.0,0.0,0.0,188,0
нима там не е топло непрекъснато,0.0,0.0,1.0,0.0,32,2
секс няма къпане в басейни и пр,1.0,0.0,0.0,0.0,31,0
то и при нашите пости не трябва да се прави секс но кой ли го спазва,1.0,0.0,0.0,0.0,68,0
те всички простотии идват от там,1.0,0.0,0.0,0.0,32,0
"На 26 години съм и не съм раждала.Уважаема Monika_8,Проблемът е често срещан.",0.0,1.0,0.0,0.0,77,1
интересното е че прави паралел минало настояще и показват много от нещата за които си говорим,0.0,0.0,1.0,0.0,93,2
секс не се прави поне до края на кървенето което при мен след кюретаж по медицински причини беше    дни,0.0,1.0,0.0,0.0,103,1
отново пълни глупости,1.0,0.0,0.0,0.0,21,0
никак не харесвам плоски и провиснали задници,0.0,1.0,0.0,0.0,45,1
със секс    дена преди нея  няма как да забременееш и да искаш,0.0,1.0,0.0,0.0,62,1
аман от такива идиоти,1.0,0.0,0.0,0.0,21,0
бил не може да разбере защо полицията отделя малко време за огорченото дупе на вини,1.0,0.0,0.0,0.0,83,0
иван вазов доста секс правихме и то как да го кажа,1.0,0.0,0.0,0.0,50,0
мат осъзнава че врагът има шпиони в лагера му и започва непрестанно да импровизира тактика на момента променяйки постоянно плановете си и не смеейки да се довери на никого,0.0,0.0,1.0,0.0,171,2
абе прилича ми на гадна кучка под прикритие,1.0,0.0,0.0,0.0,43,0
еее то бива бива филтри ама тя бг опрата ако е с такова дупе хеле пък такава височина,1.0,0.0,0.0,0.0,85,0
Страх ме е да не се получи хиперплазия или полип на матката .,0.0,1.0,0.0,0.0,61,1
като дойде да се видите вероятно само ще се видите тъй като детето е у вас и секс няма да има,1.0,0.0,0.0,0.0,93,0
две години след началото на тази гадост и се пишат откровени и егоистични глупости,1.0,0.0,0.0,0.0,82,0
"Не помня точните стойности, но май беше 1.66.",0.0,1.0,0.0,0.0,45,1
капитализмът е кучка за жените за майките най вече това е,1.0,0.0,0.0,0.0,57,0
гледаш ме проста кифла ама ме сърби вагината,1.0,0.0,0.0,0.0,44,0
защо като си има секс лъска,1.0,0.0,0.0,0.0,27,0
ако щеш негър циганин ако щеш живей в джунгла,1.0,0.0,0.0,0.0,45,0
една идея в повече ми дойде политкоректността  някак си не мога да вържа негър от ямайка да завърши медицина във викторианска англия,1.0,0.0,0.0,0.0,132,0
всичките ти постове са само глупости невярна заблуждаваща и подвеждаща информация,1.0,0.0,0.0,0.0,81,0
пека на    градуса двата блата едновременно за около   часа,0.0,0.0,1.0,0.0,59,2
задник баджаци окосмянане като жена си е вече,1.0,0.0,0.0,0.0,45,0
Тогава бях на 39 г.а на тази възраст е много рано за менопауза.Нямах характерните симптоми за т.н критическа възраст - просто спря.,0.0,1.0,0.0,0.0,131,1
гербавите идиоти  тиквата нали самите те приеха закон за разрешена сума в брой до        лева или равностойност в чужда валута,1.0,0.0,0.0,0.0,126,0
вманиачена съм на тема чистота няма спонтанен секс няма нищо,1.0,0.0,0.0,0.0,60,0
също така редовно си пускат някакви секс закачки и си мислят че не мога да ги разбера защото съм стара,1.0,0.0,0.0,0.0,102,0
Ако имате съмнение за ендокринен проблем се консултирайте с ендокринолог.,0.0,1.0,0.0,0.0,73,1
ами наистина глупости,1.0,0.0,0.0,0.0,21,0
в началото ми беше странно че няма сперма,0.0,1.0,0.0,0.0,41,1
примери за фактори които биха могли да стимулират акселератора релаксиращ масаж романтичен жест от страна на партньора харесване на тялото си докосване шепнене и интимност с партньоранапример ако знаете че романтични жестове като цветя или вечеря навън ви карат да се чувствате секси и предизвикват желания за секс във вас споделете това с партньора и по възможност увеличете тези елементи във връзката ви,1.0,0.0,0.0,0.0,405,0
някои с акъл други със задник,1.0,0.0,0.0,0.0,29,0
винаги има възможност партньорите да инжектират малко вълнение в живота си хубава вечеря секси бельо пътуване някъде може и похард неща в зависимост от двойката  какво лошо и страшно има на    и няколко да кажеш на партньора си че не ти се живее без секс,0.0,1.0,0.0,0.0,254,1
идиоти има навсякъде,1.0,0.0,0.0,0.0,20,0
изключвам порно снимките и видеа които са й откраднати хакнал я е бил някой,1.0,0.0,0.0,0.0,75,0
не знам с какво се занимава но е снимала и за порно списания,1.0,0.0,0.0,0.0,60,0
Аналният секс и предпазването от вируса ХИВ:,0.0,1.0,0.0,0.0,44,1
отказвал й е секс и тя мислела че това е ценатакоято трябва да плати,1.0,0.0,0.0,0.0,68,0
кураж краят е близко,0.0,0.0,1.0,0.0,20,2
тя отказва секс,0.0,1.0,0.0,0.0,15,1
тези какви глупости говорят,1.0,0.0,0.0,0.0,27,0
всичко от гъз нагоре lol,1.0,0.0,0.0,0.0,24,0
милена с този секс започва да ме заинтригува,1.0,0.0,0.0,0.0,44,0
сера  да да в този смисъл,0.0,0.0,1.0,0.0,25,2
лошото на пллажа е че беше нудистки и произволните голи пенсионери наокола правиша нещата леко неловки докато не избухна масовата оргия между гостите,1.0,0.0,0.0,0.0,149,0
с мъжа ми се чудим какво чудо трябва да стане че да почнем да правим секс,1.0,0.0,0.0,0.0,73,0
успех ти желая с родата му як гъз ще трябва да имаш,1.0,0.0,0.0,0.0,51,0
"Повечето пасивни гей мъже изпадат в паника при идеята, че може би не са се изчистили достатъчно добре.",0.0,1.0,0.0,0.0,102,1
то и оная е кучка,1.0,0.0,0.0,0.0,17,0
"Обаче имам симптоми като парене,болка,миризма.течение и някой път лек сърбеж,които не са постоянни,но са чести и се получават като ми се наруши флората.Чувствам се добре като пия витамини и пробиотици,всички симптоми изчезват,защото флората влиза в норма.Как да я възстановя за постоянно и защо не иска да се възстановява?Така се чувствам вече повече от година и половина, а искаме да имаме и второ дете,а съм почти на 38.И знам че ако продължава така ще стигна до нещо по-сериозно.Преди ендоцервицита имах ранийчка на шийката,(изгорена) и бактериална вагиноза,лекувана с Флажил орален и вагинален.След като изпих антибиотика получих всичките симптоми който описах по-горе.Дължа го на това че флората ми беше нарушена и антибиотика доуби малкото добри бактерии.Спрях цигарите,само за да се оправя и има леко подобрение.но само това е,но това го дължа на изминало време.Имам и Хашимото не знам това дали влияе.Като бях по-млада имах много цистити и гъбички и също имах такива симптоми като сега но тогава се оправих от само себе си,защото бяха за кратко.Бихте ли ми дали съвет как да си оправя флората,за да се възстановя?Какво да пия като ми няма нищо след изследвания?Благодаря предварително.",0.0,1.0,0.0,0.0,1193,1
пък и ти каза че ще е само секс,1.0,0.0,0.0,0.0,31,0
секс секи ден,1.0,0.0,0.0,0.0,13,0
"По принцип имам много болезнен менструален цикъл, но от 2 месеца насам болката в областта на яйчниците е слаба.",0.0,1.0,0.0,0.0,111,1
"Разбира се, и тук има достатъчно хора които таят предразсъдъци към ЛГБТИ+ общността, но им се налага да се съобразяват и са наясно, че ако си позволят да дискриминират на основа сексуална ориентация и полова идентичност, ще си носят легалните последствия.",0.0,0.0,0.0,1.0,255,3
помислих си защо по дяволите не са заедно,0.0,0.0,1.0,0.0,41,2
ти себе си не искаш да разбереш и приемеш за човек очакваш другият да го направи,0.0,0.0,1.0,0.0,80,2
тук дори не говорим за секс,0.0,1.0,0.0,0.0,27,1
нито мъжа бияч нито жената курва няма лоша свекърва няма лоша тъща,1.0,0.0,0.0,0.0,66,0
е секс секс ама ако се уцели подходящото време и с един секс на месец става бебе,1.0,0.0,0.0,0.0,80,0
преди няколко дена исках да си стопля една консерва в микровълновата печка    минути на      вата обаче консервата се взриви ама направо изригна мина като ракета през тавана на микровълновата после и през тавана на кухнята и баси майтапа уцели съседа попангелов точно ама точно по топките то пък за късмет точно по това време и той готвел обяда горе че и по долни гащи моля ти се щото му било много топло,0.0,0.0,1.0,0.0,404,2
реално не сме правили секс прави ми орална любов със презерватив,1.0,0.0,0.0,0.0,64,0
на    години човек не е идиот,1.0,0.0,0.0,0.0,29,0
"Освен че е хубаво да уточниш по какво си падаш преди началото на сексуалния акт, комуникацията по време на секса също е полезна.",0.0,1.0,0.0,0.0,128,1
да та еба у гъза яко и ти го напълним със сок,1.0,0.0,0.0,0.0,45,0
същата тази лека майна би звучала като благословия от устата на някой поблагонадежден и устроен,1.0,0.0,0.0,0.0,95,0
поконкретният въпрос е  има ли кой да прави секс с тях,1.0,0.0,0.0,0.0,54,0
всекикойто се забърка с неяза да й помагаумирасамо нашата героиня е безсмъртна и ненаказана за престъпленията си на мястокъдето те бесят дори за единия непозволен секс,1.0,0.0,0.0,0.0,167,0
глупаци са тези които не вярват,1.0,0.0,0.0,0.0,31,0
ей джейда голяма кучка а серкан пак ме разочарова жалко за ферис едва ли ще й хареса тази комбина с джейда,1.0,0.0,0.0,0.0,106,0
мен ме “боде” как катя успя да се обади и къде се беше скрила та тримата глупаци не можаха да я открият       героинята на весела бабинова не е топ портиерката но мисля че е свързана  получи sms с координати за среща подобно на андрей и как петър разбра за журналиста,1.0,0.0,0.0,0.0,267,0
на моя първи преглед трябваше да се чуе сърдечна дейност пуснаха мъжа ми да влезе с мен и когато доктора развълнуван каза честито има сърдечна дейност високо е наред ние стояхме като пълни идиоти без дори да помръднем и двамата,1.0,0.0,0.0,0.0,227,0
не ставам за връзка не мога да правя такива неща обаче сега ще те търся всеки ден и ще те гушкам плътно след секс,1.0,0.0,0.0,0.0,113,0
вие като сте толкова опитни и успешни в семейния и съвместния живот с мъж  случайно да сте наясно че няма нещо понараняващо и психически травмиращо от това да правиш секс с някой насила да живееш с някой насила и с мисълта че това не е това което искаш,1.0,0.0,0.0,0.0,252,0
Мъж съм на 37 г.,0.0,1.0,0.0,0.0,16,1
гърдите ми от много години са пълни с кисти с всякакви размери принципно и ми се видя логично,0.0,1.0,0.0,0.0,93,1
маняк ако това го направиш в някоя друга държава ша ти пъхнат дибелия задник в затвора,1.0,0.0,0.0,0.0,86,0
никой не се чувства длъжен да прави секс заради една платена сметка още помалко пък се чувства купен,1.0,0.0,0.0,0.0,100,0
